"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:1901615","BP","GO:1901615","organic hydroxy compound metabolic process",455,-0.330427468702421,-1.33436827756181,0.00328049908951927,0.0438657887102974,0.037098517882407,2360,"tags=27%, list=20%, signal=23%","2861/6667/9693/4598/89/4504/9807/11165/1576/51302/57016/338/3479/2584/23411/10404/79947/7276/847/8694/4881/22937/5208/9420/8529/8912/3612/3422/120227/2247/335/27284/1543/23541/23262/5728/6309/7220/10449/6256/3417/4047/5092/3067/2230/9839/10613/220/50814/54361/2805/4929/5563/221/8864/84869/801/5321/9885/10826/6715/3418/5745/10654/9517/8228/10755/114876/9249/3158/10327/3613/427/4948/54884/32/8574/216/80271/27163/5332/1559/26060/3157/10558/3632/37/26002/3295/5333/222/1718/3156/1583/1428/18/4129/224/6342/3815/4128/6307/8309/7436/217/50506/247/66002/30/7108/3628/1734/4051/53905/1571/2053/79071/9023/10170/131/6820/1577/125/79153/239"
"GO:0051972","BP","GO:0051972","regulation of telomerase activity",39,0.59639319750367,1.71438522869286,0.00339382473852155,0.0450621193313363,0.0381102879711883,1516,"tags=44%, list=13%, signal=38%","9212/26585/4751/3320/3326/10576/65057/3181/25913/7013/8550/4609/10728/5073/10575/4221/4931"
"GO:0043574","BP","GO:0043574","peroxisomal transport",65,-0.530308990175098,-1.68356901690826,0.00340872232966558,0.0451805214046025,0.0382104238985597,2400,"tags=40%, list=20%, signal=32%","7322/5189/7323/847/1891/7316/10455/196743/3417/3416/8239/3155/8504/5191/5264/373156/54677/1384/5825/3295/51/6342/8309/30/8310/2053"
"GO:0046456","BP","GO:0046456","icosanoid biosynthetic process",43,-0.566012911889527,-1.66335215904996,0.00341915592751045,0.0452394448902652,0.038260257129668,698,"tags=30%, list=6%, signal=29%","5319/5322/5740/27306/5321/1559/5730/5742/247/4258/301/239/3248"
"GO:0042475","BP","GO:0042475","odontogenesis of dentin-containing tooth",72,0.508712500912026,1.60623165248597,0.00352736904815233,0.0463644235617659,0.0392116828896749,2604,"tags=36%, list=22%, signal=28%","5054/10468/3655/3371/3714/5654/8626/64919/650/682/3911/10312/581/3065/2736/655/133/4038/1746/3066/1441/51176/10018/4804/2737/25928"
"GO:0001763","BP","GO:0001763","morphogenesis of a branching structure",173,0.400931418133023,1.43940328410212,0.0035287284643303,0.0463644235617659,0.0392116828896749,1822,"tags=23%, list=15%, signal=20%","23213/6591/1282/3217/3371/3237/26585/90/8626/5361/10512/4192/2297/6495/25932/8914/9500/7472/7422/4233/6474/2719/5228/650/3911/4609/4323/5058/1522/5154/23129/64783/10672/1512/2119/5469/11331/2736/1906/655"
"GO:0010639","BP","GO:0010639","negative regulation of organelle organization",314,0.365175862221516,1.3998730758325,0.00360655485325159,0.047222741622731,0.0399375863527085,2030,"tags=25%, list=17%, signal=21%","5217/4171/9319/7153/22974/991/29028/8500/701/7272/7037/4085/891/9212/10403/1786/1789/4751/1063/26271/142/1111/5885/7291/5347/26586/3925/55486/4331/2729/81620/5062/8379/9232/4233/65057/9168/23028/51474/4591/23271/25913/54908/7013/5810/672/51025/22823/22919/5216/2764/55254/9530/699/6418/9184/899/2648/28978/10105/51366/8260/55226/50848/27429/3178/10059/3192/409/207/3183/655/7517/5716/10432/114088/3976/9638/25842"
"GO:0061217","BP","GO:0061217","regulation of mesonephros development",22,0.682915812492996,1.72697590261412,0.00361399233950371,0.0472382562715407,0.0399507075228329,778,"tags=27%, list=7%, signal=26%","3217/26585/10409/6495/9500/7422"
"GO:0035313","BP","GO:0035313","wound healing, spreading of epidermal cells",14,0.759119362632918,1.70546848238585,0.00369699923069373,0.0481566020480881,0.0407273780949381,841,"tags=29%, list=7%, signal=27%","4321/1289/3678/6868"
"GO:0021987","BP","GO:0021987","cerebral cortex development",98,0.450455883542638,1.50501120385622,0.00372994931296372,0.0483357925547872,0.0408789244916309,2631,"tags=34%, list=22%, signal=26%","1281/9928/259266/6513/597/4747/3912/7804/4915/4192/10460/54820/471/23028/6434/26047/581/55695/3091/9355/1956/2932/54407/5080/1020/1399/7531/5194/2290/2618/8195/2737/2316"
"GO:0030330","BP","GO:0030330","DNA damage response, signal transduction by p53 class mediator",90,0.472373379735314,1.55534000281647,0.00373660993673687,0.0483391919041902,0.0408817994159928,2765,"tags=42%, list=23%, signal=33%","6591/2305/983/6659/891/5111/6790/10397/51512/545/7291/5366/23028/11200/672/7029/581/3276/22976/960/9100/10498/9521/1869/5716/1820/675/7027/6672/4683/1017/29883/1026/5371/4849/56950/10538/4282"
"GO:1901030","BP","GO:1901030","positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",30,0.635241091329554,1.72803821300799,0.00375579547125053,0.048504332966321,0.041021463806551,2537,"tags=50%, list=21%, signal=39%","637/8626/5366/3002/7029/581/7533/2932/578/1869/7027/7531/4836/5534/10971"
"GO:0030593","BP","GO:0030593","neutrophil chemotaxis",87,0.480143950388528,1.57288525978157,0.00376459178398906,0.0485349674539887,0.0410473722450397,1297,"tags=26%, list=11%, signal=24%","3576/2919/6364/3627/6372/10563/6373/4283/2207/6362/728/4192/6351/3553/6729/6374/51192/5880/2921/6355/719/3689/6375"
"GO:0051315","BP","GO:0051315","attachment of mitotic spindle microtubules to kinetochore",12,0.779050586006618,1.70013736437596,0.00386597371111706,0.0495881687393708,0.0419380938727201,1668,"tags=67%, list=14%, signal=57%","11004/9212/10403/1062/81620/8379/79003/3192"
